year,month,day_of_week,source,service_name,agency_responsible,location_type,n,quick
2021,1,0,Phone,WATS - Water Off-On Appointment,UEP - Water Services,Community Centrepoint,5,5
2021,1,0,Phone,WATS - Water Outage,UEP - Water Services,Community Centrepoint,2,2
2021,1,0,Phone,WATS - Water Pressure Issues,UEP - Water Services,Community Centrepoint,3,3
2021,1,0,Phone,WATS - Water Quality,UEP - Water Services,Community Centrepoint,2,2
2021,1,0,Phone,WRS - Brochures,UEP - Waste and Recycling Services,Community Centrepoint,1,1
2021,1,0,Phone,WRS - Cart Management,OS - Waste and Recycling Services,Community Centrepoint,8,8
2021,1,0,Phone,WRS - Cart Management,UEP - Waste and Recycling Services,Community Centrepoint,57,57
2021,1,0,Phone,WRS - Collection Schedule Inquiry,UEP - Waste and Recycling Services,Community Centrepoint,1,1
2021,1,0,Phone,WRS - Commercial Collection Services,UEP - Waste and Recycling Services,Community Centrepoint,7,7
2021,1,0,Phone,WRS - Compost - Green Cart,UEP - Waste and Recycling Services,Community Centrepoint,7,7
2021,1,0,Phone,WRS - Landfill - Disposal Information,UEP - Waste and Recycling Services,None,3,3
2021,1,0,Phone,WRS - New Service - Carts,OS - Waste and Recycling Services,Community Centrepoint,1,1
2021,1,0,Phone,WRS - New Service - Carts,UEP - Waste and Recycling Services,Community Centrepoint,6,6
2021,1,0,Phone,WRS - Programs,UEP - Waste and Recycling Services,Community Centrepoint,3,3
2021,1,0,Phone,WRS - Recycling - Blue Cart,UEP - Waste and Recycling Services,Community Centrepoint,8,8
2021,1,0,Phone,WRS - Recycling - Depots,OS - Waste and Recycling Services,Community Centrepoint,11,11
2021,1,0,Phone,WRS - Waste - Residential,UEP - Waste and Recycling Services,Community Centrepoint,24,24
2021,1,0,Web,311 Contact Us,CFOD - Customer Services and Communications,Community Centrepoint,10,10
2021,1,0,Web,311 Contact Us,CFOD - Customer Services and Communications,None,1,0
2021,1,0,Web,After Hours Transit - General Concerns,TRAN - Calgary Transit,Community Centrepoint,1,1
2021,1,0,Web,AS - Animal Noise,CS - Calgary Community Standards,Community Centrepoint,5,5
2021,1,0,Web,AS - Dog Defecation,CS - Calgary Community Standards,Community Centrepoint,2,2
2021,1,0,Web,Bylaw - Disturbance and Behavioural Concerns,CS - Calgary Community Standards,Community Centrepoint,1,1
2021,1,0,Web,Bylaw - Material on Public Property,CS - Calgary Community Standards,Community Centrepoint,1,1
2021,1,0,Web,Bylaw - Noise Concerns,CS - Calgary Community Standards,Community Centrepoint,2,2
2021,1,0,Web,Bylaw - Noise Concerns,CS - Emergency Management and Community Safety,Community Centrepoint,2,2
2021,1,0,Web,Bylaw - Snow and Ice on Sidewalk,CS - Calgary Community Standards,Community Centrepoint,184,184
2021,1,0,Web,Bylaw - Temporary Signs Infraction on City Property,CS - Calgary Community Standards,Community Centrepoint,2,2
2021,1,0,Web,CBS - Business Customer Email Submission,PD - Calgary Building Services,None,2,2
2021,1,0,Web,CBS Inspection - Commercial or Multi-Family,PD - Calgary Building Services,Community Centrepoint,5,5
2021,1,0,Web,CBS Inspection - Electrical,PD - Calgary Building Services,Community Centrepoint,5,5
2021,1,0,Web,CBS Inspection - Furnace Replacement,PD - Calgary Building Services,Community Centrepoint,1,1
2021,1,0,Web,CBS Inspection - Plumbing,PD - Calgary Building Services,Community Centrepoint,2,2
2021,1,0,Web,CBS Inspection - Residential Improvement Project - RIP,PD - Calgary Building Services,Community Centrepoint,4,4
2021,1,0,Web,CBS - Planning and Development - After Hours SR,PD - Calgary Building Services,Community Centrepoint,2,2
2021,1,0,Web,CBS - RIM - Property Research,PD - Calgary Building Services,Community Centrepoint,2,2
2021,1,0,Web,CFD - 100th Birthday Surprise,CS - Calgary Fire,Community Centrepoint,4,4
2021,1,0,Web,CFD - Compliments / Thank You / Recognition,CS - Calgary Fire,None,1,1
2021,1,0,Web,CFD - Fire Safety Plan Review - FHB,CS - Calgary Fire,Community Centrepoint,1,1
2021,1,0,Web,CN - New Audible/Accessible Pedestrian Signal,CS - Calgary Neighbourhoods,Community Centrepoint,1,1
2021,1,0,Web,CN - New Audible/Accessible Pedestrian Signal,CS - Calgary Neighbourhoods,None,1,1
2021,1,0,Web,CN - Snow Angels Campaign,CS - Calgary Neighbourhoods,Community Centrepoint,1,1
2021,1,0,Web,Corporate - Graffiti Concerns,CS - Calgary Community Standards,Community Centrepoint,5,5
2021,1,0,Web,CSC - Calgary.ca Feedback and Issue Report,CFOD - Customer Services and Communications,None,5,5
2021,1,0,Web,CT - Advertising and Communications,TRAN - Calgary Transit,Community Centrepoint,2,2
2021,1,0,Web,CT - Bus Route or Bus Schedule,TRAN - Calgary Transit,Community Centrepoint,3,3
2021,1,0,Web,CT - Bus Stops,TRAN - Calgary Transit,Community Centrepoint,9,9
2021,1,0,Web,CT - Snow and Ice Control,TRAN - Calgary Transit,Community Centrepoint,20,20
2021,1,0,Web,CT - Transit Pass Programs,TRAN - Calgary Transit,Community Centrepoint,1,1
2021,1,0,Web,Finance - ONLINE Property Tax Document Request,CFOD - Finance,Community Centrepoint,16,16
2021,1,0,Web,Finance - ONLINE TIPP Agreement Request,CFOD - Finance,Community Centrepoint,90,90
2021,1,0,Web,Finance - ONLINE TIPP Agreement Request,CFOD - Finance,None,13,13
2021,1,0,Web,HR - Recruitment and Program Inquiry,PICS - Human Resources,None,2,2
2021,1,0,Web,Parks - Community Inquiry,CS - Calgary Parks,Community Centrepoint,1,1
2021,1,0,Web,Parks - Devonian Gardens - Inquiries and Bookings,CS - Calgary Parks,None,1,1
2021,1,0,Web,Parks - Garbage - WAM,CS - Calgary Parks,Community Centrepoint,2,2
2021,1,0,Web,Parks - Infrastructure - WAM,CS - Calgary Parks,Community Centrepoint,1,1
2021,1,0,Web,Parks - Inglewood Bird Sanctuary - Inquiries and Bookings,CS - Calgary Parks,None,1,1
2021,1,0,Web,Parks - Natural Area Inquiries - WAM,CS - Calgary Parks,Community Centrepoint,1,1
2021,1,0,Web,Parks - Pathway Concern - WAM,CS - Calgary Parks,Community Centrepoint,1,1
2021,1,0,Web,Parks - Reader Rock Garden - Inquiries and Bookings,CS - Calgary Parks,None,2,2
2021,1,0,Web,Parks - Snow and Ice Concerns - WAM,CS - Calgary Parks,Community Centrepoint,8,8
2021,1,0,Web,Parks - Special Events,CS - Calgary Recreation,None,2,2
2021,1,0,Web,Parks - Tree Concern - WAM,CS - Calgary Parks,Community Centrepoint,1,1
2021,1,0,Web,Parks - Wildlife Management,CS - Calgary Parks,Community Centrepoint,1,1
2021,1,0,Web,Parks - Wildlife Management,OS - Parks and Open Spaces,Community Centrepoint,2,2
2021,1,0,Web,REC - Pool - Acadia,CS - Calgary Recreation,Community Centrepoint,1,1
2021,1,0,Web,Recreation - Arena Booking Application,CS - Calgary Recreation,None,2,2
2021,1,0,Web,Recreation - Tennis / Pickleball Court Application,CS - Calgary Recreation,None,1,1
2021,1,0,Web,Roads - Bridge - Tunnel - Underpass Concern,TRAN - Roads,Community Centrepoint,1,1
2021,1,0,Web,Roads - Dead Animal Pick-Up,TRAN - Roads,Community Centrepoint,1,1
2021,1,0,Web,Roads - Debris on Street/Sidewalk/Boulevard,TRAN - Roads,Community Centrepoint,1,1
2021,1,0,Web,Roads - Indemnification Agreement - Request For,TRAN - Roads,Community Centrepoint,1,1
2021,1,0,Web,Roads - Local Improvement Inquiry,TRAN - Roads,Community Centrepoint,1,1
2021,1,0,Web,"Roads - NEW Signal, Left Turn or Pedestrian Light Request",TRAN - Roads,Community Centrepoint,2,2
2021,1,0,Web,Roads - Sidewalk - Curb and Gutter Repair,TRAN - Roads,Community Centrepoint,1,1
2021,1,0,Web,Roads - Signs - Missing - Damaged,OS - Mobility,Community Centrepoint,1,1
2021,1,0,Web,Roads - Signs - Missing - Damaged,TRAN - Roads,Community Centrepoint,1,1
2021,1,0,Web,Roads - Signs - Parking,TRAN - Roads,Community Centrepoint,1,1
2021,1,0,Web,Roads - Snow and Ice Control,TRAN - Roads,Community Centrepoint,72,72
2021,1,0,Web,Roads - Streetlight Damage,TRAN - Roads,Community Centrepoint,5,5
2021,1,0,Web,Roads - Traffic Operational Improvement Inquiry,TRAN - Roads,None,1,1
2021,1,0,Web,Roads - Traffic Signal Timing Inquiry,TRAN - Roads,Community Centrepoint,1,1
2021,1,0,Web,TI - Major Road Projects Inquiry,TRAN - Transportation Infrastructure,Community Centrepoint,1,1
2021,1,0,Web,TP - Community Traffic - Cycling - Pedestrian Inquiries,TRAN - Transportation Planning,Community Centrepoint,2,2
2021,1,0,Web,WATS - Fire Hydrant,UEP - Water Services,Community Centrepoint,1,1
2021,1,0,Web,WRS - Cart Management,UEP - Waste and Recycling Services,Community Centrepoint,1,1
2021,1,0,Web,WRS - Compost - Green Cart,UEP - Waste and Recycling Services,Community Centrepoint,11,11
2021,1,0,Web,WRS - Disposal Guide Tool Feedback,OS - Waste and Recycling Services,None,2,2
2021,1,0,Web,WRS - New Service - Carts,UEP - Waste and Recycling Services,Community Centrepoint,8,8
2021,1,0,Web,WRS - New Service - Carts,UEP - Waste and Recycling Services,None,1,1
2021,1,0,Web,WRS - Program - ICI,UEP - Waste and Recycling Services,None,1,1
2021,1,0,Web,WRS - Recycling - Blue Cart,UEP - Waste and Recycling Services,Community Centrepoint,9,9
2021,1,0,Web,WRS - Waste - Residential,UEP - Waste and Recycling Services,Community Centrepoint,14,14
2021,1,1,App,311 Contact Us,CFOD - Customer Services and Communications,Community Centrepoint,23,23
2021,1,1,App,Bylaw - Material on Public Property,CS - Calgary Community Standards,Community Centrepoint,8,8
2021,1,1,App,Bylaw - Property Maintenance Concerns,CS - Calgary Community Standards,Community Centrepoint,3,3
2021,1,1,App,Bylaw - Snow and Ice on Sidewalk,CS - Calgary Community Standards,Community Centrepoint,167,167
2021,1,1,App,Bylaw - Snow and Ice on Sidewalk,CS - Emergency Management and Community Safety,Community Centrepoint,1,1
2021,1,1,App,Bylaw - Temporary Signs Infraction on City Property,CS - Calgary Community Standards,Community Centrepoint,1,1
2021,1,1,App,Bylaw - Tree - Shrub Infraction,CS - Calgary Community Standards,Community Centrepoint,1,1
2021,1,1,App,Bylaw - Waste and Recycling Infractions,CS - Calgary Community Standards,Community Centrepoint,3,3
2021,1,1,App,CBS Inspection - Commercial or Multi-Family,PD - Calgary Building Services,Community Centrepoint,12,12
2021,1,1,App,CBS Inspection - Electrical,PD - Calgary Building Services,Community Centrepoint,19,19
2021,1,1,App,CBS Inspection - Furnace Replacement,PD - Calgary Building Services,Community Centrepoint,4,4
2021,1,1,App,CBS Inspection - Gas,PD - Calgary Building Services,Community Centrepoint,3,3
2021,1,1,App,CBS Inspection - Gas Fireplace Installation,PD - Calgary Building Services,Community Centrepoint,1,1
2021,1,1,App,CBS Inspection - Heating & Ventilation,PD - Calgary Building Services,Community Centrepoint,5,5
2021,1,1,App,CBS Inspection - Plumbing,PD - Calgary Building Services,Community Centrepoint,8,8
2021,1,1,App,CBS Inspection - Residential Improvement Project - RIP,PD - Calgary Building Services,Community Centrepoint,14,14
2021,1,1,App,CBS Inspection - SCP - New Home,PD - Calgary Building Services,Community Centrepoint,4,4
2021,1,1,App,Compliance - Business Licence Concern,CS - Calgary Community Standards,Community Centrepoint,3,3
2021,1,1,App,Compliance - Taxi or Limousine Compliment,CS - Calgary Community Standards,Community Centrepoint,1,1
2021,1,1,App,Corporate - Graffiti Concerns,CS - Calgary Community Standards,Community Centrepoint,46,46
2021,1,1,App,Corporate - Graffiti Concerns,CS - Emergency Management and Community Safety,Community Centrepoint,2,2
2021,1,1,App,N/A,TRAN - Roads,Community Centrepoint,1,1
2021,1,1,App,Parks - Garbage - WAM,CS - Calgary Parks,Community Centrepoint,10,10
2021,1,1,App,Parks - Infrastructure - WAM,CS - Calgary Parks,Community Centrepoint,2,2
2021,1,1,App,Parks - Lighting Concern - WAM,CS - Calgary Parks,Community Centrepoint,2,2
2021,1,1,App,Parks - Pathway Concern - WAM,CS - Calgary Parks,Community Centrepoint,4,4
2021,1,1,App,Parks - Snow and Ice Concerns - WAM,CS - Calgary Parks,Community Centrepoint,62,62
2021,1,1,App,Parks - Tree Concern - WAM,CS - Calgary Parks,Community Centrepoint,8,8
2021,1,1,App,Parks - Wildlife Management,CS - Calgary Parks,Community Centrepoint,1,1
2021,1,1,App,Parks - Wildlife Sightings,OS - Parks and Open Spaces,Community Centrepoint,1,1
2021,1,1,App,Roads - Dead Animal Pick-Up,TRAN - Roads,Community Centrepoint,6,6
2021,1,1,App,Roads - Debris on Backlane,TRAN - Roads,Community Centrepoint,7,7
2021,1,1,App,Roads - Detour Inquiry,TRAN - Roads,Community Centrepoint,2,2
2021,1,1,App,Roads - Fence - Noise Barrier - Retaining Wall Repair,TRAN - Roads,Community Centrepoint,1,1
2021,1,1,App,Roads - Pothole Maintenance,TRAN - Roads,Community Centrepoint,1,1
2021,1,1,App,Roads - Roadway Maintenance,TRAN - Roads,Community Centrepoint,4,4
2021,1,1,App,Roads - Sidewalk - Curb and Gutter Repair,TRAN - Roads,Community Centrepoint,1,1
2021,1,1,App,Roads - Signs - Missing - Damaged,OS - Mobility,Community Centrepoint,4,4
2021,1,1,App,Roads - Signs - Missing - Damaged,TRAN - Roads,Community Centrepoint,21,21
2021,1,1,App,Roads - Signs - Traffic and Roadmarking,TRAN - Roads,Community Centrepoint,1,1
2021,1,1,App,Roads - Snow and Ice Control,OS - Mobility,Community Centrepoint,1,1
2021,1,1,App,Roads - Snow and Ice Control,TRAN - Roads,Community Centrepoint,101,101
2021,1,1,App,Roads - Streetlight Damage,TRAN - Roads,Community Centrepoint,14,14
2021,1,1,App,Roads - Traffic or Pedestrian Light Repair,TRAN - Roads,Community Centrepoint,5,5
2021,1,1,App,Roads - Traffic Signal Timing Inquiry,TRAN - Roads,Community Centrepoint,6,6
2021,1,1,App,WATS - Fire Hydrant,UEP - Water Services,Community Centrepoint,2,2
2021,1,1,App,WATS - Manhole Concerns,UEP - Water Services,Community Centrepoint,2,2
2021,1,1,Other,Active Living Program Application,CS - Calgary Recreation,None,3,3
2021,1,1,Other,After Hours Office of the Councillors - General Inquiry,Elected Officials,Community Centrepoint,5,5
2021,1,1,Other,After Hours Transit - General Concerns,TRAN - Calgary Transit,Community Centrepoint,12,12
2021,1,1,Other,Animal / Bylaw - Information Request,CS - Calgary Community Standards,Community Centrepoint,3,3
2021,1,1,Other,AS - Animal Bite,CS - Calgary Community Standards,Community Centrepoint,1,1
2021,1,1,Other,AS - Animal Chase - Threat,CS - Calgary Community Standards,Community Centrepoint,1,1
2021,1,1,Other,AS - Animal Chase - Threat,CS - Emergency Management and Community Safety,Community Centrepoint,1,1
2021,1,1,Other,AS - Animal Damaging Pet or Property,CS - Calgary Community Standards,Community Centrepoint,1,1
2021,1,1,Other,AS - Animal Licence - Concerns on Existing,CS - Calgary Community Standards,Community Centrepoint,6,6
2021,1,1,Other,AS - Animal Noise,CS - Calgary Community Standards,Community Centrepoint,1,1
2021,1,1,Other,AS - Animal Public Relations,CS - Calgary Community Standards,Community Centrepoint,1,1
2021,1,1,Other,AS - Dog Defecation,CS - Calgary Community Standards,Community Centrepoint,1,1
2021,1,1,Other,ASMT - Assessment General Concern - After Hours and Overflow,CPFS - Assessment and Tax,Community Centrepoint,2,2
2021,1,1,Other,AS - No Cost Spay or Neuter Program Inquiries,CS - Calgary Community Standards,None,1,1
2021,1,1,Other,AS - Pick Up Stray,CS - Calgary Community Standards,Community Centrepoint,1,1
2021,1,1,Other,AT - Property Tax Account Inquiry,CPFS - Assessment and Tax,Community Centrepoint,2,2
2021,1,1,Other,Bylaw - Disturbance and Behavioural Concerns,CS - Calgary Community Standards,Community Centrepoint,10,10
2021,1,1,Other,Bylaw - Long Grass - Weeds Infraction,CS - Calgary Community Standards,Community Centrepoint,1,1
2021,1,1,Other,Bylaw - Long Grass - Weeds Infraction,CS - Emergency Management and Community Safety,Community Centrepoint,1,1
2021,1,1,Other,Bylaw - Material on Public Property,CS - Calgary Community Standards,Community Centrepoint,15,15
2021,1,1,Other,Bylaw - Noise Concerns,CS - Calgary Community Standards,Community Centrepoint,2,2
2021,1,1,Other,Bylaw - Noise Concerns,CS - Emergency Management and Community Safety,Community Centrepoint,1,1
2021,1,1,Other,Bylaw - Snow and Ice on Sidewalk,CS - Calgary Community Standards,Community Centrepoint,75,75
2021,1,1,Other,Bylaw - Temporary Signs Infraction on City Property,CS - Calgary Community Standards,Community Centrepoint,3,3
2021,1,1,Other,Bylaw - Tree - Shrub Infraction,CS - Calgary Community Standards,Community Centrepoint,1,1
2021,1,1,Other,Bylaw - Tree - Shrub Infraction,CS - Emergency Management and Community Safety,Community Centrepoint,8,8
2021,1,1,Other,Bylaw - Vehicle Concerns,CS - Calgary Community Standards,Community Centrepoint,19,19
2021,1,1,Other,Bylaw - Waste and Recycling Infractions,CS - Calgary Community Standards,Community Centrepoint,1,1
2021,1,1,Other,Bylaw - Water Services Request,CS - Calgary Community Standards,Community Centrepoint,2,2
2021,1,1,Other,Calgary Housing - General Inquiry,CS - Calgary Housing,Community Centrepoint,6,6
2021,1,1,Other,CBS - Code Inquiry,PD - Calgary Building Services,Community Centrepoint,4,4
2021,1,1,Other,CBS Concern - Building Without a Permit,PD - Calgary Building Services,Community Centrepoint,7,7
2021,1,1,Other,CBS Concern - Plumbing and Gas,PD - Calgary Building Services,Community Centrepoint,1,1
2021,1,1,Other,CBS - DCI - Vehicle Infractions,PD - Calgary Building Services,Community Centrepoint,2,2
2021,1,1,Other,CBS - Infill Construction Concerns,PD - Calgary Building Services,Community Centrepoint,1,1
2021,1,1,Other,CBS Inspection - Cancellation or Reschedule,PD - Calgary Building Services,Community Centrepoint,8,8
2021,1,1,Other,CBS Inspection - Commercial or Multi-Family,PD - Calgary Building Services,Community Centrepoint,15,15
2021,1,1,Other,CBS Inspection - Electrical,PD - Calgary Building Services,Community Centrepoint,36,36
2021,1,1,Other,CBS Inspection - Furnace Replacement,PD - Calgary Building Services,Community Centrepoint,15,15
2021,1,1,Other,CBS Inspection - Gas,PD - Calgary Building Services,Community Centrepoint,8,8
2021,1,1,Other,CBS Inspection - Heating & Ventilation,PD - Calgary Building Services,Community Centrepoint,9,9
2021,1,1,Other,CBS Inspection - Plumbing,PD - Calgary Building Services,Community Centrepoint,19,19
